
 node_id          | date
     001e061144be | 2018-09-11
     001e06113cf1 | 2019-05-13
     001e0610c046 | 2018-12-19
     001e0610e539 | 2018-08-16
     001e0610ba13 | 2019-02-01
     001e0610ee5d | 2018-09-03
     001e06114fd4 | 2018-10-23
     001e0610c040 | 2019-05-19
     001E0610BBF9 | 2018-12-16
     001e061135cb | 2019-01-23
     001E0610BA13 | 2018-08-15
 000002000000000a | 2017-09-03
     001e06200162 | 2018-11-09
     001E0610BBE5 | 2018-08-16
     001e0610ba8d | 2018-10-03
     001e0610fc2d | 2018-12-22
 0000001e0610ba01 | 2018-05-29
 000002000000000e | 2018-07-13
     001e0610c2e9 | 2018-03-02
     001E06107FA0 | 2018-08-02
     001e0610c040 | 2019-03-18
     001e0610ef68 | 2018-11-22
     001E0610BC10 | 2018-06-11
     001e06113a07 | 2019-03-27
     001e061182b4 | 2019-05-13
     001e061134f3 | 2018-08-03
     001e0610ba46 | 2019-01-27
     001E0610BA13 | 2018-12-16
     001e0610eef2 | 2018-10-18
     001e061144cd | 2018-06-30
 0000001e0610ba37 | 2017-05-10
     001e06113d20 | 2018-12-23
     001e0610ef68 | 2018-08-06
     001e0610e835 | 2018-12-15
     001e0610ba67 | 2019-01-07
     001e0610ba8d | 2019-04-11
 0000001e0610b9e1 | 2017-01-03
     001e0610ba46 | 2019-06-04
     001e0610e532 | 2019-02-25
     001e0610ba15 | 2018-12-26
     001e0610f6db | 2019-01-11
     001e0611537d | 2019-03-28
     001e0610ef66 | 2017-09-11
     001e0610c2e1 | 2018-11-02
     001e0610c0ea | 2018-02-11
     001e06113107 | 2018-10-10
     001e06113ace | 2018-07-01
     001e06113d22 | 2019-04-30
     001E06200162 | 2018-08-15
 0000001e0610ba5c | 2017-05-10
     001e0610c42e | 2018-02-22
     001e0610c2a9 | 2019-04-24
     001e06113d78 | 2018-05-13
     001e0610c2a9 | 2018-11-25
     001e0610f8fd | 2017-12-30
     001e0610e537 | 2019-05-05
     001e0610c0ef | 2018-12-02
     001e0610ba67 | 2019-02-06
     001e06112e77 | 2018-04-28
 0000001e0610ba89 | 2018-12-06
 0000001e0610bbf5 | 2017-07-08
     001e0610ba81 | 2017-12-09
 0000001e0610ba15 | 2017-04-25
     001e0610eef2 | 2018-01-10
     001e0610ee43 | 2018-04-09
     001e061146cb | 2018-03-29
     001e06117fcc | 2019-03-22
     001e0610c2e5 | 2019-04-04
     001e0610bc10 | 2017-10-05
     001e0610ba8b | 2018-11-29
     001e0610b9e5 | 2017-10-28
     001e0610ba3b | 2018-03-25
     001E0610EF0E | 2018-12-30
     001e0610ee41 | 2018-03-15
     001e0610f703 | 2018-12-29
     001e06109416 | 2018-05-04
 0000001e0610bbf9 | 2017-06-20
 0000020000000004 | 2018-07-08
     001e06112e77 | 2018-06-27
 0000001e0610ba8f | 2017-08-14
     001E0610BA8B | 2018-10-15
     001e0610c06b | 2018-03-27
     001e06118407 | 2019-01-22
 0000020000000004 | 2018-06-05
 0000001e0610bbed | 2017-04-03
     001e0610ee5d | 2018-10-15
     001e061144be | 2018-02-12
     001e06118459 | 2019-01-10
     001e0610ee33 | 2018-07-26
     001e0610ee6f | 2018-07-09
     001e06113dbc | 2018-07-08
     001e06113cf1 | 2018-12-12
     001e06114fcf | 2019-01-08
     001e0610f730 | 2017-12-21
     001e0610ba3b | 2017-10-19
     001e0610c762 | 2019-04-09
     001e0610c2e1 | 2018-03-30
     001e0610ba15 | 2018-07-28
     001e061144cd | 2018-10-05
     001E0610BA8F | 2018-07-31
     001e06113d22 | 2019-04-15
     001E0610BA3B | 2018-05-07
     001e06109f62 | 2018-08-24
     001e0610ba15 | 2018-07-26
 0000001e0610ba37 | 2017-04-13
 0000001e0610bbff | 2017-05-22
     001e06200162 | 2019-02-18
     001e0610ef27 | 2019-06-08
     001e061146cb | 2018-10-30
     001e0610c2a9 | 2019-02-03
     001e06113cf1 | 2019-04-16
     001e0610ee41 | 2018-03-31
     001e0610f068 | 2018-02-12
     001e0610f6db | 2018-10-05
     001e0610ef01 | 2017-11-05
     001e0611537d | 2018-05-11
 0000001e0610ba89 | 2017-06-05
     001e0610e537 | 2018-08-09
     001E0610BBF9 | 2018-07-18
     001e0610bc10 | 2018-08-19
     020000000006 | 2018-02-15
     001e0610ef66 | 2018-09-12
     001e0610e539 | 2018-09-09
 0000001e0610ba72 | 2017-02-25
     001e0610bbf9 | 2018-07-25
     001e0610e34e | 2018-05-15
     001e06113a24 | 2018-11-30
 0000001e0610ba8f | 2018-10-14
     001e0610f725 | 2018-04-01
     001E0610E34E | 2018-06-26
     001e0610c044 | 2019-03-29
     001e0611537d | 2018-07-26
     001e06107c9e | 2018-05-09
     02000000000d | 2017-09-20
     001e0610e53e | 2017-10-04
     001e06114503 | 2018-08-09
     001e0610ef27 | 2019-02-07
     001e0610fb4c | 2018-07-13
     001e0610ba16 | 2018-11-21
     001e06113107 | 2018-04-13
     001e0610f513 | 2018-01-08
     001e06113a07 | 2019-02-12
     001e0610ee41 | 2018-01-26
     020000000007 | 2018-04-30
     001e06118404 | 2019-02-08
     001e0610ef0e | 2018-11-19
     001e061182a3 | 2019-03-27
     001e061146cb | 2019-02-21
     001e0610c2e9 | 2017-09-18
     001e06112e77 | 2019-02-05
     001e061182b7 | 2019-05-31
 0000001e0610ba18 | 2017-05-20
     001e0610890f | 2018-06-11
     001e061130f4 | 2018-03-17
     001e0610bc07 | 2017-10-16
     001e061146d6 | 2018-03-09
     001e061130f4 | 2019-04-19
     001e0610b9e5 | 2018-06-26
     001e061144cd | 2018-03-15
     001e061146d6 | 2018-05-26
     001e06115365 | 2018-06-26
     001e0610c2a9 | 2019-03-29
     001e06115365 | 2018-08-15
     001e0610ba46 | 2019-02-22
     001e0610c2ed | 2017-10-08
 0000020000000004 | 2018-05-10
     001e0610f513 | 2018-04-27
     001e0610ba15 | 2019-01-11
     001e06114fcf | 2019-04-03
     001e0610eef2 | 2019-01-13
     001e0610f8f4 | 2018-10-28
     001e06113a48 | 2018-04-26
     001e0610c2e1 | 2018-03-31
     001e0610ee5f | 2018-11-02
     001E0610BA8F | 2018-11-21
     001e0610c046 | 2018-11-03
     001e0610f668 | 2018-04-06
 0000001e0610ba89 | 2018-11-23
     001e0610eef4 | 2018-11-23
     001e0610ef01 | 2018-02-09
     001e0610c2dd | 2018-09-21
     001e0610e835 | 2018-10-27
     001e0610ef27 | 2018-01-23
     001e0610ba3b | 2017-12-07
     001e061146d6 | 2018-06-04
     001e061144be | 2018-05-22
     001e0611536c | 2018-09-16
     001e06113a07 | 2018-08-31
     001e0610bc07 | 2017-10-22
     001e061146bc | 2018-09-15
     001e0610ba15 | 2018-04-29
     001e061130fe | 2017-10-10
     001E0610BA8F | 2018-06-03
     001e0610c762 | 2018-10-18
     001e0610bc10 | 2019-03-30
     001e0610ef27 | 2018-11-29
     001e061135cb | 2017-12-07
     001e0610ee82 | 2019-03-22
     001e06113ace | 2018-11-26
     001e0610ba67 | 2019-01-23
     001e06115369 | 2019-03-20
     001e061146ba | 2018-08-01
     001e061146cb | 2018-12-22
     001e0610bbff | 2018-04-09
     001E061088A6 | 2019-01-08
     001e0610ba46 | 2019-04-27
     001e0610f8f4 | 2018-07-10
     001e0610c2e5 | 2017-11-10
     001e0611537d | 2018-08-11
     001e06109416 | 2018-11-07
     001e0610f05c | 2018-03-29
     001e061146d4 | 2018-05-21
     001e0611536c | 2019-05-20
     001e06107d70 | 2017-12-05
     001e0610f8f7 | 2018-02-10
     001e0610eef2 | 2019-05-06
     001e0610ee8d | 2018-09-19
     001e0610bc12 | 2019-05-08
     001e0610bc03 | 2018-07-16
     001e06113a24 | 2018-07-02
     001e0610ef01 | 2017-10-02
     001e0610ee8d | 2019-03-08
 000002000000000f | 2017-07-21
     001e0610c6f4 | 2018-01-19
     001e061182b4 | 2019-04-03
 0000001e0610ba72 | 2017-02-02
     001e061135cb | 2018-09-05
     001E0610BA13 | 2019-01-20
     001e061088a6 | 2017-09-09
     001e0610ef01 | 2017-10-01
     001e0610eef2 | 2019-01-19
     001e0610ee43 | 2019-05-20
     001e0610ba57 | 2018-03-29
     001e0610c0ef | 2018-12-21
     001e0610bc10 | 2018-04-16
     001e06113a24 | 2018-05-23
     001e0610ba16 | 2019-04-26
     001e0611538f | 2018-12-16
     001e0610e540 | 2018-03-15
     001E0610BC10 | 2019-03-26
     001e0610e8cb | 2017-12-25
     001e0610ba13 | 2018-12-02
     001E0610BA8F | 2018-08-23
     001e06114500 | 2019-04-14
     001e0610e34e | 2018-07-31
     001e0610c2dd | 2018-12-03
     001e0610c2ed | 2017-12-06
     001e0610f6db | 2018-04-25
     001e0610f02f | 2018-06-20
     001e06113f54 | 2018-10-22
     001e0610ba67 | 2019-02-03
     001e0610e540 | 2017-12-21
     001e0610ef27 | 2019-01-13
     001e0610f8fd | 2018-01-06
     001e061182c0 | 2019-03-27
 0000001e0610ba37 | 2017-02-13
 0000001e0610bbfd | 2017-01-15
     001e0610ee61 | 2018-01-15
     001e0610ba8f | 2017-11-16
 0000020000000005 | 2017-09-04
     001e0610e540 | 2018-09-21
     001e0610ee8d | 2019-05-13
     001e06113d78 | 2018-07-18
     001e0610ee6f | 2018-09-24
     001e0610c044 | 2019-01-11
     001e0610c046 | 2019-03-22
     001e06107d70 | 2017-09-28
     020000000006 | 2018-03-04
     001e0610f6dd | 2018-04-24
     001e0610bc12 | 2018-07-23
     001e06113ace | 2019-02-19
     001e06113ad8 | 2018-07-31
     001e0610c040 | 2019-01-12
     001e06113d20 | 2019-03-27
 0000001e0610c2e9 | 2019-03-09
     001e061144be | 2018-04-10
     001E0610BBF9 | 2018-08-03
     001e061146d4 | 2018-07-03
     001E0610BA3B | 2018-04-25
     001e0610e532 | 2018-04-16
     001E0610BBE5 | 2018-07-07
     001e0610ba46 | 2019-05-28
     001e06107cc5 | 2018-05-08
     001E0610BA8F | 2019-02-09
     001e06113cf1 | 2018-04-02
 000002000000000d | 2017-07-28
     001e0610bc12 | 2018-03-23
     001e0610e537 | 2018-03-09
     001e0610c762 | 2018-11-19
     001e0610ba16 | 2019-03-26
 0000020000000004 | 2018-06-25
     001e0610ee43 | 2019-05-24
     001e0610bc09 | 2018-10-23
     001e06117a53 | 2019-05-16
     001e0610e540 | 2018-07-31
     001e0610fc2d | 2018-08-30
     001e0610ee61 | 2018-04-15
     001e06200162 | 2018-08-05
     001e06118296 | 2018-12-30
     020000000004 | 2018-04-12
 000002000000000e | 2017-08-21
 0000001e0610c2e9 | 2017-08-02
     001e061182b5 | 2019-02-27
     001e061181b6 | 2019-01-23
     001e0610ba8b | 2018-08-17
     001e06118178 | 2019-04-27
     001e0610c2dd | 2018-12-08
     001e061135cb | 2018-10-10
                  | 2017-11-20
     001e0610e540 | 2018-03-23
     001e0610fb49 | 2017-10-01
     001E0610E34E | 2018-04-24
     001e061135c8 | 2018-06-02
     001e0610ef0e | 2018-12-26
     001e061182a1 | 2019-02-11
     02000000000e | 2017-11-17
     001e0610c2dd | 2017-12-25
     001e06109401 | 2018-12-16
     001e0610e835 | 2019-04-08
     001E0610BA3B | 2018-10-21
     020000000006 | 2017-10-08
     001e0610f05c | 2018-09-25
     001e0610ee36 | 2018-10-14
     001e0611536c | 2018-04-08
     001e06114fd4 | 2018-04-14
     001e0610ba67 | 2018-08-11
     020000000008 | 2017-12-20
     001e0610bc12 | 2018-11-22
 0000020000000004 | 2018-10-01
     001e0610ee82 | 2018-10-29
     001e0610ee36 | 2018-06-13
 0000020000000008 | 2018-09-05
     001e06118295 | 2019-01-04
     001e06113ad8 | 2018-07-21
     001e0610b9e9 | 2018-06-20
     001e0610c0ef | 2018-10-28
     001e0611462f | 2018-08-31
     001e0610c2e5 | 2018-02-13
     001e0610ee5d | 2017-12-12
     001e0610c2e1 | 2017-12-07
     001e06114fcf | 2019-04-26
     001e061183eb | 2019-05-16
     001e0610ef27 | 2018-12-17
 0000001e0610c2e9 | 2018-11-13
     001e0610c044 | 2019-02-09
     001e06113cff | 2018-07-05
     001e06113dbc | 2018-10-18
     001e0610ee5d | 2018-05-11
     001E0610BA3B | 2018-08-23
     001e0610f725 | 2018-07-28
     02000000000e | 2018-04-03
     001e0610c429 | 2017-11-28
     001e0610c046 | 2019-01-28
     001e0610eef4 | 2018-05-07
 0000001e0610ba16 | 2017-06-13
     001e0610ba3b | 2017-11-04
     001e0610c2df | 2017-12-01
 0000020000000004 | 2018-10-21
     020000000005 | 2017-11-16
 0000001e0610ba8f | 2018-05-27
     001e061146ba | 2019-05-28
     001E0610BA3B | 2018-08-16
     001e0611538f | 2018-05-04
     001e0610ee5d | 2018-03-14
     001e0610ba46 | 2018-10-29
     001e0610f6db | 2019-02-16
     001e06114503 | 2018-10-13
     001e061182b5 | 2019-03-10
     001e0610ef7b | 2017-10-10
 0000001e061089e5 | 2017-01-06
     001e0610ba16 | 2019-05-23
     001e0610c2e1 | 2019-03-17
     001e0610fb49 | 2017-12-22
     001e0610e545 | 2019-03-17
     001e0610e545 | 2018-08-15
     001e0610ef68 | 2018-09-20
     001e0610ee5d | 2019-04-02
     001e0610e545 | 2018-09-08
     001e06118459 | 2019-01-28
     001e06118433 | 2019-04-10
     001e0610c5fa | 2017-11-03
     001e0610c06b | 2018-03-21
     001e0610c6f4 | 2018-10-29
     001e06114fd4 | 2018-06-17
     001e061146d4 | 2018-06-04
     001e0610c2a9 | 2018-11-09
 0000001e0610ba8f | 2017-08-24
     001e06112e77 | 2018-09-09
     001e0611538f | 2019-01-05
     001e06200367 | 2018-03-17
     001e0610ba67 | 2019-06-08
     001e061182b5 | 2019-04-19
     001e06113f54 | 2018-05-23
     001e06113d78 | 2018-06-01
     001e06113ad8 | 2018-09-19
     001e0611538f | 2018-04-21
 0000020000000004 | 2017-08-11
     001e0610bbf9 | 2018-06-27
     001e06114503 | 2018-11-23
     001E0610BC10 | 2019-02-03
     001e06112e77 | 2018-02-27
     001e0610ba8d | 2019-04-10
     001e0610f732 | 2018-03-24
     001e06107c9e | 2017-10-18
     001e06114fd4 | 2018-07-10
     001e0610f05c | 2018-09-17
     001e0610c2e5 | 2017-12-18
     001e0610ee6f | 2017-12-11
     001e0610f668 | 2017-10-07
     001e0610ee36 | 2019-03-04
     001e0610ee33 | 2019-02-23
     001e0610c2a9 | 2019-01-29
     001e0610ba18 | 2018-04-08
     001e0610c03e | 2018-10-23
     001e0610bbf9 | 2019-01-19
     001E0610BA3B | 2018-09-17
     001e06200367 | 2018-03-15
     001e0610fc2d | 2018-08-16
     001e0610c2db | 2018-02-06
     001e0610c040 | 2019-04-27
     001e0610ba16 | 2017-08-29
     001e0610ef01 | 2017-10-26
 0000001e0610ba81 | 2017-05-27
     001e0610f068 | 2019-02-25
     001e0610f8f4 | 2018-02-25
     001E0610BBE5 | 2018-05-20
     001e06113a07 | 2018-03-12
     001e0610f732 | 2019-03-07
 0000001e0610ba01 | 2018-08-01
     001e06112e77 | 2018-05-19
     001e0610ba18 | 2018-04-28
     001e0610e539 | 2018-07-12
     001e06109416 | 2018-06-22
     02000000000e | 2017-10-08
     001e06113107 | 2018-11-24
     001e0610bbff | 2018-09-01
     001e0610eef2 | 2018-07-23
     001e0610f703 | 2018-05-29
     001e0610bc12 | 2018-05-02
     001e0610bbf9 | 2018-05-04
 0000001e0610ba16 | 2017-06-03
     001e0610ba89 | 2017-10-04
     001e0611538f | 2018-07-14
 0000020000000007 | 2018-11-02
     001e0610c5fa | 2018-01-29
     001e061144c0 | 2018-05-20
     001E06200162 | 2018-12-22
 0000020000000004 | 2018-11-05
     001e0610c2df | 2018-04-03
     001e0610fc2d | 2018-08-31
     001e06115365 | 2018-03-29
     001e0610c2a9 | 2018-12-10
     001e061146cb | 2018-12-16
     001e0610f6db | 2018-11-17
     001e0610ef01 | 2018-03-07
     001e0610e532 | 2019-02-09
     001e06113dbc | 2018-03-21
 0000001e0610ba0a | 2017-02-04
     001e0610f068 | 2018-01-03
     001e0610c6f4 | 2017-12-30
 0000001e0610b9fd | 2017-05-31
     001e06113cf1 | 2019-01-09
     001e0610ee43 | 2019-01-15
     001e0610e809 | 2018-06-11
     001e0610bc12 | 2019-05-16
 0000020000000004 | 2018-07-27
     001e061135c8 | 2018-06-30
     001e0610ee33 | 2019-02-19
     001e0610bc12 | 2018-10-16
 0000001e0610ba37 | 2017-02-10
     020000000008 | 2017-12-18
 0000001e06107d6b | 2017-02-14
     001e061182c1 | 2019-05-10
     001e06117fd1 | 2019-03-19
 0000001e0610c2e9 | 2018-12-09
     001e0610ba13 | 2018-04-16
     001e061183bb | 2019-01-24
     001e06113d83 | 2018-02-11
     001e0610ee8d | 2018-03-29
     001e0610e532 | 2018-04-03
     001e0610c429 | 2017-09-26
     001e0610f05c | 2019-01-13
 0000001e0610ba67 | 2017-05-15
     001e0610bc03 | 2018-07-31
     001e0610bc10 | 2018-11-14
     001e0610c044 | 2019-03-24
 0000001e0610bc03 | 2018-08-27
     001e0610ee36 | 2018-06-06
     001e06109f62 | 2018-08-05
     001e061135cb | 2018-12-21
     001e06113d78 | 2018-12-10
     001e0611536a | 2018-09-15
     001e0610f732 | 2018-06-13
     001e0610bc12 | 2019-02-03
     001e0610ba13 | 2018-09-17
     020000000004 | 2017-10-18
     001e06113107 | 2019-04-02
     001e061134f3 | 2018-07-30
     001e06107cc5 | 2019-03-03
     001e06109401 | 2019-01-14
     001e0610ba8d | 2019-06-10
     001e06113107 | 2018-06-10
     001e0610ba8b | 2018-06-15
     001e06113cf1 | 2018-03-02
     001e0610c040 | 2018-03-31
     001e06200162 | 2018-06-03
     001e0611538f | 2018-11-17
     001e0610e545 | 2018-01-28
     001e061146d4 | 2018-05-27
     001e0610e537 | 2018-12-04
     001e0610c069 | 2018-02-24
     001e0610c044 | 2018-11-16
     001e0610bc12 | 2019-05-21
     001e0610c42e | 2019-05-05
     001e0610c044 | 2019-03-15
     001e0610c069 | 2018-04-05
     001e06118404 | 2019-05-09
     001e06107d97 | 2018-04-25
     001e0611462f | 2018-07-19
 0000001e0610ba89 | 2018-06-16
     001E061088A6 | 2018-12-18
     001e0610eef6 | 2018-01-04
     001e0610ef27 | 2017-10-13
 000002000000000c | 2017-07-24
 0000020000000004 | 2017-07-23
     001e0610e8cb | 2019-04-14
     001e06200162 | 2018-07-13
     001e06113d78 | 2019-04-05
     001E0610BBFF | 2018-05-08
     001e0610f71f | 2018-01-24
     001e0610ef66 | 2018-07-21
     001e06113cf1 | 2018-06-07
     001e0610c046 | 2018-10-26
     001e0610f72c | 2019-01-01
 0000001e0610ba72 | 2017-01-29
     001e0611441e | 2018-02-06
     001e0610c2dd | 2018-01-19
     001e061182b5 | 2019-03-14
     001e0610f8f4 | 2018-09-10
     001e0610ef75 | 2018-11-17
     001e0610e538 | 2018-09-27
     001e0610ef66 | 2018-06-18
     001e0610ef26 | 2018-06-16
     001e0610c2e3 | 2018-01-09
     001e0610ee8d | 2018-06-13
     001e06113a24 | 2018-06-17
     001e0610c042 | 2018-03-22
     001e061146ba | 2018-11-11
     001e0610ef68 | 2018-08-29
     001e0610c2e5 | 2018-12-01
     001e0610c040 | 2018-01-22
     001e06113a07 | 2018-06-29
     001e0610ba16 | 2017-09-09
     001e06113d20 | 2018-11-13
     001e0610f02f | 2019-05-13
     001e0610ee43 | 2018-03-20
     001e0610ba8d | 2018-07-16
 0000020000000007 | 2019-01-25
     001e0610c06b | 2018-02-01
     001e0610bc10 | 2018-08-07
     001e06118435 | 2018-12-21
     001e0610890f | 2018-06-14
 000002000000000d | 2017-08-18
     001e0610f05c | 2018-08-24
     001e061134f3 | 2018-10-23
     001e061146cb | 2018-03-14
     001e0610ee8d | 2018-08-18
     001e061146bc | 2019-01-11
     001e06113d22 | 2019-03-30
     001e0610e540 | 2018-04-02
     001e0610889b | 2017-10-10
     001e0610ba8d | 2019-05-21
     001e0610ef73 | 2018-06-14
     001e06113d20 | 2018-05-31
     001e061182a7 | 2019-01-09
     001e061184fc | 2019-04-24
     001e0610f730 | 2018-03-28
     001e0610ba3f | 2017-10-05
     001e0610eb9d | 2018-03-08
     001e0610ba18 | 2018-04-14
     001e0610ba13 | 2018-10-25
 0000001e06107d70 | 2017-07-25
 0000001e06107d70 | 2019-02-11
     001e06109f62 | 2018-10-17
 0000001e0610c2e9 | 2017-06-17
     001e0610e532 | 2018-02-04
     001e06118295 | 2019-06-07
 0000001e0610ba89 | 2018-08-19
     001e061181bc | 2019-04-18
     001e0610c2e1 | 2018-12-19
     001e06200162 | 2018-12-29
     001e0610c0ea | 2018-02-14
     001e061146d6 | 2018-05-03
     001e06113cf1 | 2018-11-04
     001e0610ef68 | 2018-10-04
     001e0610ee8d | 2018-05-23
     001e0611537d | 2018-09-10
     001e0610ba8d | 2017-11-16
     001e0610ba3b | 2017-10-13
     001e0610e539 | 2018-09-01
     001e06113a07 | 2018-05-21
     001e0611537d | 2018-05-06
     001e061135cb | 2018-04-16
     001E061134F3 | 2018-07-12
     001e06114503 | 2018-05-20
     001e0610eef4 | 2019-02-28
     001e0610ba18 | 2018-04-16
     001e06115369 | 2018-03-04
     001e0610ef66 | 2017-11-27
     001e06118295 | 2019-04-28
     001e06109f62 | 2018-03-01
     001e06115365 | 2018-08-06
     001e0610ba46 | 2018-11-10
     001E0610BA8B | 2018-06-03
 0000001e06107d70 | 2018-09-07
     001e06107cc5 | 2018-12-20
     001e061130f4 | 2019-02-18
     02000000000f | 2017-11-10
     001e0610ee36 | 2018-07-25
     001e0610ba57 | 2017-11-23
     001e0610e537 | 2018-05-29
     001e0610ef27 | 2018-05-13
     001e0610ef0e | 2018-08-15
     001e061130f7 | 2018-02-08
     02000000000c | 2017-10-01
     001E0610BA3B | 2018-10-30
 0000001e0610c2e9 | 2018-11-25
     001e0610f8f4 | 2018-04-29
     001e06113f54 | 2018-04-03
     001e0610c2e3 | 2018-03-25
     001e0610941b | 2018-04-15
     001e0610eef2 | 2018-07-19
     001e0610e537 | 2018-05-24
     001e0610f730 | 2018-04-28
     001e0610ba13 | 2019-05-04
 0000001e0610ba42 | 2017-05-17
     001e0610f703 | 2019-04-15
     001e0610c046 | 2019-03-01
 0000001e0610ba72 | 2017-01-02
     001e06117b45 | 2018-12-28
     001e0610f72c | 2018-09-05
     001e06113ace | 2019-03-22
 0000001e0610ba67 | 2017-05-23
     001e0611463b | 2018-06-17
     001E0610BBFF | 2018-06-06
     001e0610ba15 | 2019-03-10
     001e061146cb | 2018-10-07
 0000001e0610ba13 | 2017-04-27
     001e0610ba8d | 2018-08-20
     001e0611462f | 2018-12-06
     001e0610ef66 | 2018-05-02
     001e061130f4 | 2018-05-07
     001e06109401 | 2018-06-29
     001e06114fcf | 2018-12-26
 0000001e061088a6 | 2017-08-22
     001e06109401 | 2018-05-03
     001e0610b9e5 | 2017-10-09
     001e06115379 | 2018-04-19
     001e0610ba46 | 2017-10-08
     001e0610e532 | 2017-12-23
     001e0610ee38 | 2019-02-23
     001e0610ba15 | 2018-04-27
     001e0610e538 | 2018-05-28
 0000001e0610ba01 | 2018-09-30
     001e0610941b | 2018-05-25
     001e0610c2e5 | 2018-02-22
     001e06112e77 | 2019-03-22
     020000000007 | 2017-09-26
     001e0610ef26 | 2018-08-30
     001e0610ef66 | 2018-04-06
     001e06118629 | 2019-01-11
     001E0610BA8B | 2018-06-06
     001e06113dbc | 2018-05-26
     001e061144cd | 2018-10-16
     001e061146bc | 2019-01-05
     001e0610b9e7 | 2017-09-26
     001e0610e835 | 2018-11-20
     001e0610ba67 | 2019-01-19
     001e061146bc | 2019-05-18
     001e0610c046 | 2018-10-23
     001e061182c1 | 2019-05-20
     001e061135c8 | 2018-03-02
 000002000000000c | 2017-08-10
     001e0610bbe5 | 2018-05-03
     001e06118404 | 2019-06-01
     001e06117a53 | 2019-04-13
     001e0610bbf9 | 2019-05-02
     001e0611536c | 2018-09-27
 0000001e0610ba37 | 2016-12-21
     001e0610eef4 | 2017-09-30
     001e0610ba13 | 2018-06-10
     001e061184e5 | 2019-01-17
     001e06109f62 | 2018-12-16
     001e0610e835 | 2018-09-28
     001e0610ee8d | 2019-01-20
     001e0610c2e3 | 2018-01-02
     001e0610ee5d | 2019-02-04
     001e06113d20 | 2019-04-02
     001e0610c2a9 | 2019-01-27
     001e0610bc10 | 2018-08-02
     001e06113107 | 2018-03-27
 0000001e0610ba01 | 2018-08-11
     001e0611537d | 2018-11-08
     001e0610f05c | 2018-12-28
     001e0610f6db | 2019-03-10
 0000001e061089e5 | 2017-01-12
     001e0610b9e9 | 2018-06-08
     001e0610ee36 | 2018-05-30
     020000000005 | 2018-03-30
     001E0610BA8B | 2018-06-10
     001e0610ba46 | 2018-09-17
 0000001e0610c2e9 | 2018-11-30
     001e061146cb | 2018-09-10
     001e0610c2d7 | 2018-02-01
     001e0610ee33 | 2018-07-23
     001e06113d20 | 2019-03-21
     001e06114500 | 2018-07-17
     001e06112e77 | 2018-08-02
     001e0610e532 | 2018-09-10
     001e0610ba46 | 2018-06-19
     001E0610EF0E | 2018-11-25
     001e0610ba81 | 2017-10-16
     001e0611845a | 2018-12-26
     001e06113ad8 | 2018-09-25
     001e0610e540 | 2018-01-25
 0000001e0610ba72 | 2017-03-07
     020000000007 | 2018-03-23
     001e0610e835 | 2019-04-02
     001e0610f71f | 2017-12-13
     001e0610e545 | 2018-12-04
     001e0611537d | 2018-12-05
     001e0610bc03 | 2018-09-24
     001e061146cb | 2018-08-03
     001e06107cc5 | 2019-04-28
     001e0610ba46 | 2018-07-05
     001e0610bc12 | 2018-08-31
     001e06113f54 | 2018-04-19
     001e06107d70 | 2018-05-06
     001e0610ba16 | 2018-11-29
     001e0610e539 | 2018-06-01
     001e06200162 | 2018-11-30
     001e0611538f | 2018-07-07
     001e0610e538 | 2018-11-03
     001e0610e809 | 2018-09-18
     001e0610ee61 | 2018-01-04
     001e0610ba13 | 2017-10-09
     001e0610ee61 | 2018-01-11
 0000001e0610ba81 | 2017-06-16
     001e0610ee5d | 2019-03-27
     001e0611536c | 2019-01-30
     001e06113cf1 | 2018-03-15
     001e06113d78 | 2018-07-29
     001e0610ef27 | 2018-06-13
     001e0610c0ea | 2018-03-22
 0000001e06107d70 | 2019-03-24
     001e06113cf1 | 2019-03-12
 0000020000000002 | 2017-08-12
     001e0610ef27 | 2018-12-18
     001e061088a6 | 2019-01-22
     001e0610ef26 | 2017-11-05
     001e0610ba15 | 2019-06-08
     001e0610c06b | 2017-12-27
     001e0610fb4c | 2018-11-15
     020000000005 | 2017-10-05
     001e0610ba15 | 2018-11-15
     001e06114fcf | 2018-09-17
     001e0610ba3b | 2017-09-23
     001e06113107 | 2019-04-10
     001e0611537d | 2019-03-04
 0000001e0610ba89 | 2018-06-18
 0000001e0610ba8b | 2017-04-29
     001e0610c2e1 | 2019-01-29
     001e0610e532 | 2018-10-09
     001e0610e835 | 2019-05-18
     001e0610ee36 | 2018-06-15
 0000001e061088a6 | 2017-07-30
     001e0610eef2 | 2018-06-08
     001e0610ba67 | 2018-11-14
     001e0610e809 | 2018-08-20
     001e06118295 | 2019-02-05
     001e0610f72c | 2018-08-21
     001e0610bc09 | 2018-06-08
     001e06113100 | 2018-01-15
     001e06113ace | 2018-04-19
     001e061144be | 2018-04-17
     001e0610bc07 | 2017-12-06
     001e0610bbe5 | 2018-05-01
     001e0611538f | 2018-08-15
     001E0610BA8F | 2018-09-03
 0000001e0610ba3b | 2017-05-19
     001e06118295 | 2019-02-12
 0000001e0610b9fd | 2017-02-19
     001e061184a3 | 2019-01-08
     001e0610c2ed | 2018-03-13
 0000001e06102c5d | 2017-02-15
     001e061146bc | 2018-06-01
     001E0610BA8F | 2019-02-04
     001e06113acb | 2018-07-20
     001e0610fb4c | 2018-08-01
     001e0611462f | 2018-02-14
